sequence,batch_code,batch_no,sheet_code,sheet_no,sheet_position,sheet_slot,character_id,filename_png,name,epithet,role,role_display,anime_type,anime_type_display,visible_genre_1,visible_genre_1_display,visible_genre_2,visible_genre_2_display,hidden_genre,hidden_genre_display,overt_hook,hidden_background_hint,coverage_edges_this_member,concept_brief
36,B01,1,S04,4,R2C1,6,g30_protag_shonen_036,g30_protag_shonen_036.png,Soren Gran,The Titan Abyss Wild Vanguard,protag,Lead,shonen,Shonen,kaiju,Kaiju,cosmic_horror,Cosmic Horror,survival,Survival,A scrappy lead concept that overtly sells Kaiju x Cosmic Horror.,"camp gear, rough maps, ropes, storm clouds, scavenged supplies",cosmic_horror+kaiju | cosmic_horror+survival | kaiju+survival,"A dynamic frontline lead with a bold silhouette, action-forward pose and strong commercial hook. Driven non-human character blending defence-force, monster-hunter or scaled-beast spectacle language with occult, forbidden-text, cult or abyssal dread visuals. Subtle background hint only: camp gear, rough maps, ropes, storm clouds, scavenged supplies. Color accent idea: indigo and brass. Keep pose dynamic, anatomy clean, no extra limbs, and make the hidden genre read only as a subtle environment cue."
37,B01,1,S04,4,R2C2,7,g30_protag_shonen_037,g30_protag_shonen_037.png,Omar Demir,The Beast Underworld Corsair Vanguard,protag,Lead,shonen,Shonen,monster_taming,Monster Taming,crime,Crime,pirate,Pirate,A heroic lead concept that overtly sells Monster Taming x Crime.,"rigging, maps, cannon smoke, treasure, ocean spray",crime+monster_taming | crime+pirate | monster_taming+pirate,"A dynamic frontline lead with a bold silhouette, action-forward pose and strong commercial hook. Fearless human character blending partner-creature gear, capture tools, talismans, companion-bond energy with detective, gangster, police or heist aesthetics with urban grit. Subtle background hint only: rigging, maps, cannon smoke, treasure, ocean spray. Color accent idea: sand and turquoise. Keep pose dynamic, anatomy clean, no extra limbs, and make the hidden genre read only as a subtle environment cue."
38,B01,1,S04,4,R2C3,8,g30_protag_shonen_038,g30_protag_shonen_038.png,Hana Ogawa,The Titan Abyss Corsair Vanguard,protag,Lead,shonen,Shonen,kaiju,Kaiju,cosmic_horror,Cosmic Horror,pirate,Pirate,A hot-blooded lead concept that overtly sells Kaiju x Cosmic Horror.,"rigging, maps, cannon smoke, treasure, ocean spray",cosmic_horror+kaiju | cosmic_horror+pirate | kaiju+pirate,"A dynamic frontline lead with a bold silhouette, action-forward pose and strong commercial hook. Scrappy human character blending defence-force, monster-hunter or scaled-beast spectacle language with occult, forbidden-text, cult or abyssal dread visuals. Subtle background hint only: rigging, maps, cannon smoke, treasure, ocean spray. Color accent idea: violet and silver. Keep pose dynamic, anatomy clean, no extra limbs, and make the hidden genre read only as a subtle environment cue."
39,B01,1,S04,4,R2C4,9,g30_protag_shonen_039,g30_protag_shonen_039.png,Bruna Navarro,The Beast Underworld Fist Vanguard,protag,Lead,shonen,Shonen,monster_taming,Monster Taming,crime,Crime,martial,Martial Arts,A resolute lead concept that overtly sells Monster Taming x Crime.,"dojo banners, shattered tiles, temple gates, training gear",crime+martial | crime+monster_taming | martial+monster_taming,"A dynamic frontline lead with a bold silhouette, action-forward pose and strong commercial hook. Heroic demi-human character blending partner-creature gear, capture tools, talismans, companion-bond energy with detective, gangster, police or heist aesthetics with urban grit. Subtle background hint only: dojo banners, shattered tiles, temple gates, training gear. Color accent idea: scarlet and gold. Keep pose dynamic, anatomy clean, no extra limbs, and make the hidden genre read only as a subtle environment cue."
40,B01,1,S04,4,R2C5,10,g30_protag_shonen_040,g30_protag_shonen_040.png,Caio Singh,The Titan Abyss Fist Vanguard,protag,Lead,shonen,Shonen,kaiju,Kaiju,cosmic_horror,Cosmic Horror,martial,Martial Arts,A kinetic lead concept that overtly sells Kaiju x Cosmic Horror.,"dojo banners, shattered tiles, temple gates, training gear",cosmic_horror+kaiju | cosmic_horror+martial | kaiju+martial,"A dynamic frontline lead with a bold silhouette, action-forward pose and strong commercial hook. Hot-blooded human character blending defence-force, monster-hunter or scaled-beast spectacle language with occult, forbidden-text, cult or abyssal dread visuals. Subtle background hint only: dojo banners, shattered tiles, temple gates, training gear. Color accent idea: navy and amber. Keep pose dynamic, anatomy clean, no extra limbs, and make the hidden genre read only as a subtle environment cue."
41,B01,1,S05,5,R1C1,1,g30_protag_shonen_041,g30_protag_shonen_041.png,Haruka Morita,The Beast Underworld Myth Vanguard,protag,Lead,shonen,Shonen,monster_taming,Monster Taming,crime,Crime,mythology,Mythology,A battle-ready lead concept that overtly sells Monster Taming x Crime.,"divine statues, laurel, sacred fire, heroic reliefs",crime+monster_taming | crime+mythology | monster_taming+mythology,"A dynamic frontline lead with a bold silhouette, action-forward pose and strong commercial hook. Resolute non-human character blending partner-creature gear, capture tools, talismans, companion-bond energy with detective, gangster, police or heist aesthetics with urban grit. Subtle background hint only: divine statues, laurel, sacred fire, heroic reliefs. Color accent idea: obsidian and red. Keep pose dynamic, anatomy clean, no extra limbs, and make the hidden genre read only as a subtle environment cue."
42,B01,1,S05,5,R1C2,2,g30_protag_shonen_042,g30_protag_shonen_042.png,Rafi Karim,The Titan Abyss Myth Vanguard,protag,Lead,shonen,Shonen,kaiju,Kaiju,cosmic_horror,Cosmic Horror,mythology,Mythology,A driven lead concept that overtly sells Kaiju x Cosmic Horror.,"divine statues, laurel, sacred fire, heroic reliefs",cosmic_horror+kaiju | cosmic_horror+mythology | kaiju+mythology,"A dynamic frontline lead with a bold silhouette, action-forward pose and strong commercial hook. Kinetic human character blending defence-force, monster-hunter or scaled-beast spectacle language with occult, forbidden-text, cult or abyssal dread visuals. Subtle background hint only: divine statues, laurel, sacred fire, heroic reliefs. Color accent idea: indigo and brass. Keep pose dynamic, anatomy clean, no extra limbs, and make the hidden genre read only as a subtle environment cue."
43,B01,1,S05,5,R1C3,3,g30_protag_shonen_043,g30_protag_shonen_043.png,Tove Nielsen,The Beast Underworld North Vanguard,protag,Lead,shonen,Shonen,monster_taming,Monster Taming,crime,Crime,nordic,Nordic,A fearless lead concept that overtly sells Monster Taming x Crime.,"snow, carved wood, longship details, aurora, fur banners",crime+monster_taming | crime+nordic | monster_taming+nordic,"A dynamic frontline lead with a bold silhouette, action-forward pose and strong commercial hook. Battle-ready human character blending partner-creature gear, capture tools, talismans, companion-bond energy with detective, gangster, police or heist aesthetics with urban grit. Subtle background hint only: snow, carved wood, longship details, aurora, fur banners. Color accent idea: sand and turquoise. Keep pose dynamic, anatomy clean, no extra limbs, and make the hidden genre read only as a subtle environment cue."
44,B01,1,S05,5,R1C4,4,g30_protag_shonen_044,g30_protag_shonen_044.png,Viggo Storm,The Titan Abyss North Vanguard,protag,Lead,shonen,Shonen,kaiju,Kaiju,cosmic_horror,Cosmic Horror,nordic,Nordic,A scrappy lead concept that overtly sells Kaiju x Cosmic Horror.,"snow, carved wood, longship details, aurora, fur banners",cosmic_horror+kaiju | cosmic_horror+nordic | kaiju+nordic,"A dynamic frontline lead with a bold silhouette, action-forward pose and strong commercial hook. Driven demi-human character blending defence-force, monster-hunter or scaled-beast spectacle language with occult, forbidden-text, cult or abyssal dread visuals. Subtle background hint only: snow, carved wood, longship details, aurora, fur banners. Color accent idea: violet and silver. Keep pose dynamic, anatomy clean, no extra limbs, and make the hidden genre read only as a subtle environment cue."
45,B01,1,S05,5,R1C5,5,g30_protag_shonen_045,g30_protag_shonen_045.png,Hikari Maeda,The Beast Underworld Blade Vanguard,protag,Lead,shonen,Shonen,monster_taming,Monster Taming,crime,Crime,samurai,Samurai,A heroic lead concept that overtly sells Monster Taming x Crime.,"paper screens, mon crests, lacquer, falling maple leaves",crime+monster_taming | crime+samurai | monster_taming+samurai,"A dynamic frontline lead with a bold silhouette, action-forward pose and strong commercial hook. Fearless human character blending partner-creature gear, capture tools, talismans, companion-bond energy with detective, gangster, police or heist aesthetics with urban grit. Subtle background hint only: paper screens, mon crests, lacquer, falling maple leaves. Color accent idea: scarlet and gold. Keep pose dynamic, anatomy clean, no extra limbs, and make the hidden genre read only as a subtle environment cue."
46,B01,1,S05,5,R2C1,6,g30_protag_shonen_046,g30_protag_shonen_046.png,Itsuki Matsuda,The Titan Abyss Blade Vanguard,protag,Lead,shonen,Shonen,kaiju,Kaiju,cosmic_horror,Cosmic Horror,samurai,Samurai,A hot-blooded lead concept that overtly sells Kaiju x Cosmic Horror.,"paper screens, mon crests, lacquer, falling maple leaves",cosmic_horror+kaiju | cosmic_horror+samurai | kaiju+samurai,"A dynamic frontline lead with a bold silhouette, action-forward pose and strong commercial hook. Scrappy non-human character blending defence-force, monster-hunter or scaled-beast spectacle language with occult, forbidden-text, cult or abyssal dread visuals. Subtle background hint only: paper screens, mon crests, lacquer, falling maple leaves. Color accent idea: navy and amber. Keep pose dynamic, anatomy clean, no extra limbs, and make the hidden genre read only as a subtle environment cue."
47,B01,1,S05,5,R2C2,7,g30_protag_shonen_047,g30_protag_shonen_047.png,Jun Hayashi,The Beast Underworld Shadow Vanguard,protag,Lead,shonen,Shonen,monster_taming,Monster Taming,crime,Crime,shinobi,Shinobi,A resolute lead concept that overtly sells Monster Taming x Crime.,"moonlit rooftops, smoke bombs, hidden blades, bamboo",crime+monster_taming | crime+shinobi | monster_taming+shinobi,"A dynamic frontline lead with a bold silhouette, action-forward pose and strong commercial hook. Heroic human character blending partner-creature gear, capture tools, talismans, companion-bond energy with detective, gangster, police or heist aesthetics with urban grit. Subtle background hint only: moonlit rooftops, smoke bombs, hidden blades, bamboo. Color accent idea: obsidian and red. Keep pose dynamic, anatomy clean, no extra limbs, and make the hidden genre read only as a subtle environment cue."
48,B01,1,S05,5,R2C3,8,g30_protag_shonen_048,g30_protag_shonen_048.png,Kaede Tsukishima,The Titan Abyss Shadow Vanguard,protag,Lead,shonen,Shonen,kaiju,Kaiju,cosmic_horror,Cosmic Horror,shinobi,Shinobi,A kinetic lead concept that overtly sells Kaiju x Cosmic Horror.,"moonlit rooftops, smoke bombs, hidden blades, bamboo",cosmic_horror+kaiju | cosmic_horror+shinobi | kaiju+shinobi,"A dynamic frontline lead with a bold silhouette, action-forward pose and strong commercial hook. Hot-blooded human character blending defence-force, monster-hunter or scaled-beast spectacle language with occult, forbidden-text, cult or abyssal dread visuals. Subtle background hint only: moonlit rooftops, smoke bombs, hidden blades, bamboo. Color accent idea: indigo and brass. Keep pose dynamic, anatomy clean, no extra limbs, and make the hidden genre read only as a subtle environment cue."
49,B01,1,S05,5,R2C4,9,g30_protag_shonen_049,g30_protag_shonen_049.png,Kaori Sakurai,The Beast Underworld Blood Vanguard,protag,Lead,shonen,Shonen,monster_taming,Monster Taming,crime,Crime,vampire,Vampire,A battle-ready lead concept that overtly sells Monster Taming x Crime.,"crimson moonlight, gothic windows, candelabras, coffin motifs",crime+monster_taming | crime+vampire | monster_taming+vampire,"A dynamic frontline lead with a bold silhouette, action-forward pose and strong commercial hook. Resolute demi-human character blending partner-creature gear, capture tools, talismans, companion-bond energy with detective, gangster, police or heist aesthetics with urban grit. Subtle background hint only: crimson moonlight, gothic windows, candelabras, coffin motifs. Color accent idea: sand and turquoise. Keep pose dynamic, anatomy clean, no extra limbs, and make the hidden genre read only as a subtle environment cue."
50,B01,1,S05,5,R2C5,10,g30_protag_shonen_050,g30_protag_shonen_050.png,Alva Falk,The Titan Abyss Blood Vanguard,protag,Lead,shonen,Shonen,kaiju,Kaiju,cosmic_horror,Cosmic Horror,vampire,Vampire,A driven lead concept that overtly sells Kaiju x Cosmic Horror.,"crimson moonlight, gothic windows, candelabras, coffin motifs",cosmic_horror+kaiju | cosmic_horror+vampire | kaiju+vampire,"A dynamic frontline lead with a bold silhouette, action-forward pose and strong commercial hook. Kinetic human character blending defence-force, monster-hunter or scaled-beast spectacle language with occult, forbidden-text, cult or abyssal dread visuals. Subtle background hint only: crimson moonlight, gothic windows, candelabras, coffin motifs. Color accent idea: violet and silver. Keep pose dynamic, anatomy clean, no extra limbs, and make the hidden genre read only as a subtle environment cue."
